MAE,MSE,RMSE,MAPE,R2,Building,Sparsity,Method,KL_Similarity,Training_Building
0.08987054228782654,0.01358586736023426,0.11655842895404116,18.172682,0.4702984094619751,Hog_health_Hisako.npy,5,oridata,0.12563590705394745,
0.0454036220908165,0.0030911092180758715,0.0555977447211294,9.906948,0.879480242729187,Hog_health_Hisako.npy,5,ours,0.12563590705394745,
0.03860107809305191,0.0024993950501084328,0.04999395013507567,8.316942,0.9025506973266602,Hog_health_Hisako.npy,5,diffts,0.12563590705394745,
0.07526843994855881,0.010837189853191376,0.10410182444698736,14.721018,0.5774670839309692,Hog_health_Hisako.npy,5,timegan,0.12563590705394745,
0.051560260355472565,0.006062551401555538,0.07786238759218432,10.341857,0.763626217842102,Hog_health_Hisako.npy,5,cgan,0.12563590705394745,
0.09886209666728973,0.016631923615932465,0.12896481541851817,18.963589,0.35106360912323,Hog_health_Hisako.npy,5,oridata,0.12866094708442688,
0.048325683921575546,0.003451760858297348,0.058751688131468596,10.17026,0.8653208613395691,Hog_health_Hisako.npy,5,ours,0.12866094708442688,
0.039460159838199615,0.0026187612675130367,0.051173833816834914,8.231385,0.8978224396705627,Hog_health_Hisako.npy,5,diffts,0.12866094708442688,
0.08191922307014465,0.0122888358309865,0.1108550216769024,15.882572,0.5205200910568237,Hog_health_Hisako.npy,5,timegan,0.12866094708442688,
0.05335937812924385,0.006839292123913765,0.08270001284107376,10.1907425,0.7331477403640747,Hog_health_Hisako.npy,5,cgan,0.12866094708442688,
0.0848206952214241,0.0119184460490942,0.10917163573517712,17.390022,0.5448576211929321,Hog_health_Hisako.npy,5,oridata,0.12054961174726486,
0.043311119079589844,0.003031643107533455,0.05506035876684291,9.383399,0.8842273950576782,Hog_health_Hisako.npy,5,ours,0.12054961174726486,
0.03741924464702606,0.002494254382327199,0.04994251077315996,7.9471,0.9047492742538452,Hog_health_Hisako.npy,5,diffts,0.12054961174726486,
0.07809077203273773,0.011548439972102642,0.10746366814929892,15.232664,0.5589874386787415,Hog_health_Hisako.npy,5,timegan,0.12054961174726486,
0.05438981205224991,0.006437419913709164,0.08023353359854696,11.040454,0.7541674375534058,Hog_health_Hisako.npy,5,cgan,0.12054961174726486,
0.08677466958761215,0.012644801288843155,0.11244910532700185,15.979399,0.48593324422836304,Hog_health_Hisako.npy,5,oridata,0.15358948707580566,
0.04397495090961456,0.0030107751954346895,0.05487053121152272,8.906768,0.877598762512207,Hog_health_Hisako.npy,5,ours,0.15358948707580566,
